strategy_id,strategy_bits,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,yf,z1,z2,z3,zf,status,local_loop_equations,max_local_loop_probability,max_local_equation_residual,cost_purchase,cost_part_inspection,cost_semi_inspection,cost_final_inspection,cost_semi_assembly,cost_final_assembly,cost_semi_disassembly,cost_final_disassembly,cost_replacement_loss,expected_part_inspections,expected_semi_inspections,expected_final_inspections,expected_semi_assemblies,expected_final_assemblies,expected_semi_disassemblies,expected_final_disassemblies,expected_replacements,expected_part_inspections_1,expected_part_inspections_2,expected_part_inspections_3,expected_part_inspections_4,expected_part_inspections_5,expected_part_inspections_6,expected_part_inspections_7,expected_part_inspections_8,expected_total_cost,expected_profit,one_pass_success_no_inspection,factory_defect_rate
10,0101000000000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,1.7309852725906767e-16,186.7368429560411,6.373271090649867,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,3.1866355453249335,0.0,3.1866355453249335,0.0,0.0,0.0,0.0,359.60409738374665,-159.60409738374665,0.2824295364810001,0.6513215598999998
11,1101000000000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,168.63675305859547,8.890713171456566,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,3.1547691898716845,2.8679719907924404,0.0,2.8679719907924404,0.0,0.0,0.0,0.0,323.37205123340215,-123.37205123340215,0.2824295364810001,0.6125795109999999
12,0011000000000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,3.2406396338366345e-17,188.01149717417107,9.5599066359748,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,0.0,3.1866355453249335,3.1866355453249335,0.0,0.0,0.0,0.0,364.0653871472016,-164.0653871472016,0.2824295364810001,0.6513215598999998
13,1011000000000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,169.78394185491246,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,3.1547691898716845,0.0,2.8679719907924404,2.8679719907924404,0.0,0.0,0.0,0.0,327.38721202051164,-127.38721202051164,0.2824295364810001,0.6125795109999999
14,0111000000000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,171.50472504938793,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,3.1547691898716845,2.8679719907924404,2.8679719907924404,0.0,0.0,0.0,0.0,329.10799521498706,-129.10799521498706,0.2824295364810001,0.6125795109999999
15,1111000000000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,1.7671503183206688e-16,154.87048750279172,13.68022639607994,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,11.099051604366744,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,3.0974097500558355,2.8392922708845156,2.581174791713196,2.581174791713196,0.0,0.0,0.0,0.0,295.81084040188676,-95.81084040188676,0.2824295364810001,0.5695327899999998
16,0000100000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6861894039099998,1.7309852725906767e-16,206.77723982997344,3.5407061614721482,0.0,0.0,76.4792530877984,25.493084362599465,0.0,0.0,87.46542181299732,3.5407061614721482,0.0,0.0,9.5599066359748,3.186635545324933,0.0,0.0,2.186635545324933,0.0,0.0,0.0,0.0,3.5407061614721482,0.0,0.0,0.0,399.75570525484073,-199.75570525484073,0.2824295364810001,0.6861894039099998
17,1000100000000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,1.7309852725906767e-16,186.7368429560411,6.373271090649867,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,3.1866355453249335,0.0,0.0,0.0,3.1866355453249335,0.0,0.0,0.0,359.60409738374665,-159.60409738374665,0.2824295364810001,0.6513215598999998
18,0100100000000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,1.7309852725906767e-16,188.64882428323602,6.373271090649867,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,3.1866355453249335,0.0,0.0,3.1866355453249335,0.0,0.0,0.0,361.51607871094154,-161.51607871094154,0.2824295364810001,0.6513215598999998
19,1100100000000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,1.7309852725906767e-16,170.35753625307095,8.890713171456566,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,3.1547691898716845,2.8679719907924404,0.0,0.0,2.8679719907924404,0.0,0.0,0.0,325.0928344278777,-125.09283442787768,0.2824295364810001,0.6125795109999999
20,0010100000000000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,1.7309852725906767e-16,189.92347850136605,9.5599066359748,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,0.0,3.1866355453249335,0.0,3.1866355453249335,0.0,0.0,0.0,365.9773684743966,-165.9773684743966,0.2824295364810001,0.6513215598999998
21,1010100000000000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,1.7309852725906767e-16,171.50472504938793,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,3.1547691898716845,0.0,2.8679719907924404,0.0,2.8679719907924404,0.0,0.0,0.0,329.10799521498706,-129.10799521498706,0.2824295364810001,0.6125795109999999
22,0110100000000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,1.7309852725906767e-16,173.2255082438634,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,3.1547691898716845,2.8679719907924404,0.0,2.8679719907924404,0.0,0.0,0.0,330.8287784094626,-130.8287784094626,0.2824295364810001,0.6125795109999999
23,1110100000000000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,1.7671503183206688e-16,156.41919237781966,13.68022639607994,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,11.099051604366744,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,3.0974097500558355,2.8392922708845156,2.581174791713196,0.0,2.581174791713196,0.0,0.0,0.0,297.3595452769147,-97.35954527691467,0.2824295364810001,0.5695327899999998
24,0001100000000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,7.723290606088045e-17,186.7368429560411,6.691934645182362,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.691934645182362,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,0.0,0.0,3.5052990998574267,3.1866355453249335,0.0,0.0,0.0,359.9227609382791,-159.9227609382791,0.2824295364810001,0.6513215598999998
25,1001100000000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,168.63675305859547,8.890713171456566,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,2.8679719907924404,0.0,0.0,3.1547691898716845,2.8679719907924404,0.0,0.0,0.0,323.37205123340215,-123.37205123340215,0.2824295364810001,0.6125795109999999
26,0101100000000000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,1.7309852725906767e-16,170.35753625307095,8.890713171456566,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,2.8679719907924404,0.0,3.1547691898716845,2.8679719907924404,0.0,0.0,0.0,325.0928344278777,-125.09283442787768,0.2824295364810001,0.6125795109999999
27,1101100000000000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,7.723290606088045e-17,153.8380175861065,10.840934125195426,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,10.840934125195426,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,2.8392922708845156,2.581174791713196,0.0,2.8392922708845156,2.581174791713196,0.0,0.0,0.0,291.939078214317,-91.93907821431702,0.2824295364810001,0.5695327899999998
28,0011100000000000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,171.50472504938793,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,0.0,2.8679719907924404,3.1547691898716845,2.8679719907924404,0.0,0.0,0.0,329.10799521498706,-129.10799521498706,0.2824295364810001,0.6125795109999999
29,1011100000000000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,7.723290606088045e-17,154.87048750279178,13.42210891690862,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,10.840934125195426,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,2.8392922708845156,0.0,2.581174791713196,2.8392922708845156,2.581174791713196,0.0,0.0,0.0,295.5527229227155,-95.55272292271547,0.2824295364810001,0.5695327899999998
30,0111100000000000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,7.723290606088045e-17,156.41919237781966,13.42210891690862,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,10.840934125195426,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,0.0,2.8392922708845156,2.581174791713196,2.8392922708845156,2.581174791713196,0.0,0.0,0.0,297.1014277977434,-97.10142779774338,0.2824295364810001,0.5695327899999998
31,1111100000000000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5217030999999998,1.7671503183206688e-16,141.2418846025461,14.867566800268012,0.0,0.0,50.178037950904525,16.72601265030151,0.0,0.0,43.63006325150755,12.544509487726136,0.0,0.0,6.272254743863066,2.0907515812876887,0.0,0.0,1.0907515812876887,2.787668775050252,2.555363043796064,2.3230573125418763,2.555363043796064,2.3230573125418763,0.0,0.0,0.0,266.64356525552773,-66.64356525552773,0.2824295364810001,0.5217030999999998
32,0000010000000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6861894039099998,2.5170452142317695e-17,208.1935222945623,7.0814123229442965,0.0,0.0,76.4792530877984,25.493084362599465,0.0,0.0,87.46542181299732,3.5407061614721482,0.0,0.0,9.5599066359748,3.186635545324933,0.0,0.0,2.186635545324933,0.0,0.0,0.0,0.0,0.0,3.5407061614721482,0.0,0.0,404.7126938809018,-204.71269388090178,0.2824295364810001,0.6861894039099998
33,1000010000000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,3.2406396338366345e-17,188.01149717417107,9.5599066359748,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,3.1866355453249335,0.0,0.0,0.0,0.0,3.1866355453249335,0.0,0.0,364.0653871472016,-164.0653871472016,0.2824295364810001,0.6513215598999998
34,0100010000000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,1.7309852725906767e-16,189.92347850136605,9.5599066359748,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,3.1866355453249335,0.0,0.0,0.0,3.1866355453249335,0.0,0.0,365.9773684743966,-165.9773684743966,0.2824295364810001,0.6513215598999998
35,1100010000000000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,171.50472504938793,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,3.1547691898716845,2.8679719907924404,0.0,0.0,0.0,2.8679719907924404,0.0,0.0,329.10799521498706,-129.10799521498706,0.2824295364810001,0.6125795109999999
36,0010010000000000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,2.8700347298307164e-17,191.19813271949602,12.746542181299734,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.373271090649867,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,0.0,3.1866355453249335,0.0,0.0,3.1866355453249335,0.0,0.0,370.4386582378514,-170.43865823785143,0.2824295364810001,0.6513215598999998
37,1010010000000000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,172.65191384570488,14.626657153041448,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,3.1547691898716845,0.0,2.8679719907924404,0.0,0.0,2.8679719907924404,0.0,0.0,333.12315600209644,-133.12315600209644,0.2824295364810001,0.6125795109999999
38,0110010000000000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,174.37269704018036,14.626657153041448,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,3.1547691898716845,2.8679719907924404,0.0,0.0,2.8679719907924404,0.0,0.0,334.84393919657197,-134.84393919657197,0.2824295364810001,0.6125795109999999
39,1110010000000000,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,1.7671503183206688e-16,157.45166229450493,16.261401187793137,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,11.099051604366744,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,3.0974097500558355,2.8392922708845156,2.581174791713196,0.0,0.0,2.581174791713196,0.0,0.0,300.9731899853131,-100.97318998531313,0.2824295364810001,0.5695327899999998
40,0001010000000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,7.723290606088045e-17,188.01149717417107,9.878570190507295,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.691934645182362,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,0.0,0.0,3.5052990998574267,0.0,3.1866355453249335,0.0,0.0,364.38405070173405,-164.38405070173405,0.2824295364810001,0.6513215598999998
41,1001010000000000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,169.78394185491246,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,2.8679719907924404,0.0,0.0,3.1547691898716845,0.0,2.8679719907924404,0.0,0.0,327.38721202051164,-127.38721202051164,0.2824295364810001,0.6125795109999999
42,0101010000000000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,1.7309852725906767e-16,171.50472504938793,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,2.8679719907924404,0.0,3.1547691898716845,0.0,2.8679719907924404,0.0,0.0,329.10799521498706,-129.10799521498706,0.2824295364810001,0.6125795109999999
43,1101010000000000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,7.723290606088045e-17,154.87048750279178,13.42210891690862,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,10.840934125195426,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,2.8392922708845156,2.581174791713196,0.0,2.8392922708845156,0.0,2.581174791713196,0.0,0.0,295.5527229227155,-95.55272292271547,0.2824295364810001,0.5695327899999998
44,0011010000000000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,172.65191384570488,14.626657153041448,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,0.0,2.8679719907924404,3.1547691898716845,0.0,2.8679719907924404,0.0,0.0,333.12315600209644,-133.12315600209644,0.2824295364810001,0.6125795109999999
45,1011010000000000,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,7.723290606088045e-17,155.90295741947705,16.00328370862182,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,10.840934125195426,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,2.8392922708845156,0.0,2.581174791713196,2.8392922708845156,0.0,2.581174791713196,0.0,0.0,299.1663676311139,-99.16636763111393,0.2824295364810001,0.5695327899999998
46,0111010000000000,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5695327899999998,7.723290606088045e-17,157.45166229450493,16.00328370862182,0.0,0.0,55.75337550100503,18.58445850033501,0.0,0.0,52.92229250167505,10.840934125195426,0.0,0.0,6.969171937625629,2.3230573125418763,0.0,0.0,1.3230573125418763,0.0,2.8392922708845156,2.581174791713196,2.8392922708845156,0.0,2.581174791713196,0.0,0.0,300.71507250614184,-100.71507250614184,0.2824295364810001,0.5695327899999998
47,1111010000000000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.5217030999999998,1.7671503183206688e-16,142.17110752756284,17.190624112809886,0.0,0.0,50.178037950904525,16.72601265030151,0.0,0.0,43.63006325150755,12.544509487726136,0.0,0.0,6.272254743863066,2.0907515812876887,0.0,0.0,1.0907515812876887,2.787668775050252,2.555363043796064,2.3230573125418763,2.555363043796064,0.0,2.3230573125418763,0.0,0.0,269.8958454930863,-69.89584549308631,0.2824295364810001,0.5217030999999998
48,0000110000000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6513215598999998,7.723290606088045e-17,189.92347850136605,9.878570190507295,0.0,0.0,68.83132777901855,22.94377592633952,0.0,0.0,74.7188796316976,6.691934645182362,0.0,0.0,8.603915972377319,2.86797199079244,0.0,0.0,1.86797199079244,0.0,0.0,0.0,0.0,3.5052990998574267,3.1866355453249335,0.0,0.0,366.29603202892906,-166.29603202892906,0.2824295364810001,0.6513215598999998
49,1000110000000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,SUCCESS_EXACT,4.0,0.6125795109999999,7.723290606088045e-17,171.50472504938793,11.758685162249007,0.0,0.0,61.94819500111671,20.64939833370557,0.0,0.0,63.24699166852785,8.890713171456566,0.0,0.0,7.743524375139589,2.581174791713196,0.0,0.0,1.5811747917131962,2.8679719907924404,0.0,0.0,0.0,3.1547691898716845,2.8679719907924404,0.0,0.0,329.10799521498706,-129.10799521498706,0.2824295364810001,0.6125795109999999
