domain,coverage,model_status,nominal_profit,worst_profit,inner_lower_bound,inner_upper_bound,inner_gap,worst_parameter_location,robust_status,certificate,case,strategy_bits
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,1,0111
q2,95,SUCCESS_EXACT,16.732510288065846,4.332400460840411,4.332400460840411,4.332400460840411,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1000
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,1,1001
q2,95,SUCCESS_EXACT,14.436213991769556,2.9524777833376703,2.9524777833376703,2.9524777833376703,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1010
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,1,1011
q2,95,SUCCESS_EXACT,15.333333333333336,5.527571106369152,5.527571106369152,5.527571106369152,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1100
q2,95,SUCCESS_EXACT,17.555555555555557,11.19209028611511,11.19209028611511,11.19209028611511,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1101
q2,95,SUCCESS_EXACT,12.666666666666664,3.250504354158018,3.250504354158018,3.250504354158018,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1110
q2,95,SUCCESS_EXACT,14.888888888888886,8.915023533903977,8.915023533903977,8.915023533903977,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1111
q2,90,SUCCESS_EXACT,-4.406249999999979,-37.02596366135781,-37.02596366135781,-37.02596366135781,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0000
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0001
q2,90,SUCCESS_EXACT,-4.546874999999986,-34.28837863241448,-34.28837863241448,-34.28837863241448,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0010
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0011
q2,90,SUCCESS_EXACT,-4.015624999999986,-31.794323588425655,-31.794323588425655,-31.794323588425655,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0100
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0101
q2,90,SUCCESS_EXACT,-5.328124999999986,-31.67596826608397,-31.67596826608397,-31.67596826608397,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0110
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0111
q2,90,SUCCESS_EXACT,3.406250000000014,-16.65872328130351,-16.65872328130351,-16.65872328130351,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1000
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,1001
q2,90,SUCCESS_EXACT,2.093750000000007,-16.540367958961824,-16.540367958961824,-16.540367958961824,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1010
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,1011
q2,90,SUCCESS_EXACT,4.8125,-10.202322965460965,-10.202322965460965,-10.202322965460965,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1100
q2,90,SUCCESS_EXACT,10.75,2.0234059870912304,2.0234059870912304,2.0234059870912304,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1101
q2,90,SUCCESS_EXACT,2.5625,-11.918041699364508,-11.918041699364508,-11.918041699364508,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1110
q2,90,SUCCESS_EXACT,8.5,0.3076872531876873,0.3076872531876873,0.3076872531876873,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1111
q2,95,SUCCESS_EXACT,-4.406249999999979,-42.609112298526,-42.609112298526,-42.609112298526,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0000
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0001
q2,95,SUCCESS_EXACT,-4.546874999999986,-39.378896507479595,-39.378896507479595,-39.378896507479595,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0010
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0011
q2,95,SUCCESS_EXACT,-4.015624999999986,-36.458006639062816,-36.458006639062816,-36.458006639062816,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0100
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0101
q2,95,SUCCESS_EXACT,-5.328124999999986,-36.11178861998695,-36.11178861998695,-36.11178861998695,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,0110
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,0111
q2,95,SUCCESS_EXACT,3.406250000000014,-19.92261177285144,-19.92261177285144,-19.92261177285144,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1000
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,1001
q2,95,SUCCESS_EXACT,2.093750000000007,-19.57639375377559,-19.57639375377559,-19.57639375377559,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1010
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,2,1011
q2,95,SUCCESS_EXACT,4.8125,-12.569284632338807,-12.569284632338807,-12.569284632338807,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1100
q2,95,SUCCESS_EXACT,10.75,0.7322666189877509,0.7322666189877509,0.7322666189877509,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1101
q2,95,SUCCESS_EXACT,2.5625,-14.205954017174804,-14.205954017174804,-14.205954017174804,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1110
q2,95,SUCCESS_EXACT,8.5,-0.9044027658482321,-0.9044027658482321,-0.9044027658482321,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1111
q2,90,SUCCESS_EXACT,6.438957475994528,-20.386820560529458,-20.386820560529458,-20.386820560529458,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0000
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0001
q2,90,SUCCESS_EXACT,13.475994513031559,-0.8619213340760865,-0.8619213340760865,-0.8619213340760865,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0010
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0011
q2,90,SUCCESS_EXACT,7.810699588477384,-12.45703964355485,-12.45703964355485,-12.45703964355485,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0100
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0101
q2,90,SUCCESS_EXACT,11.144032921810705,-1.999109978043336,-1.999109978043336,-1.999109978043336,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0110
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0111
q2,90,SUCCESS_EXACT,11.102880658436227,-5.921392492457095,-5.921392492457095,-5.921392492457095,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1000
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,1001
q2,90,SUCCESS_EXACT,14.436213991769556,4.536537173054413,4.536537173054413,4.536537173054413,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1010
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,1011
q2,90,SUCCESS_EXACT,12.666666666666664,1.4741611040229259,1.4741611040229259,1.4741611040229259,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1100
q2,90,SUCCESS_EXACT,14.888888888888886,6.640072949333714,6.640072949333714,6.640072949333714,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1101
q2,90,SUCCESS_EXACT,12.666666666666664,4.525093026872106,4.525093026872106,4.525093026872106,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1110
q2,90,SUCCESS_EXACT,14.888888888888886,9.691004872182887,9.691004872182887,9.691004872182887,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1111
q2,95,SUCCESS_EXACT,6.438957475994528,-24.84598770380731,-24.84598770380731,-24.84598770380731,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0000
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0001
q2,95,SUCCESS_EXACT,13.475994513031559,-3.2452692899659823,-3.2452692899659823,-3.2452692899659823,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0010
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0011
q2,95,SUCCESS_EXACT,7.810699588477384,-15.734923066284551,-15.734923066284551,-15.734923066284551,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0100
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0101
q2,95,SUCCESS_EXACT,11.144032921810705,-4.154227163809189,-4.154227163809189,-4.154227163809189,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,0110
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,0111
q2,95,SUCCESS_EXACT,11.102880658436227,-8.6282181191377,-8.6282181191377,-8.6282181191377,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1000
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,1001
q2,95,SUCCESS_EXACT,14.436213991769556,2.9524777833376703,2.9524777833376703,2.9524777833376703,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1010
q2,95,NON_ABSORBING,,,,,,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,3,1011
q2,95,SUCCESS_EXACT,12.666666666666664,-0.2558948759418129,-0.2558948759418129,-0.2558948759418129,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1100
q2,95,SUCCESS_EXACT,14.888888888888886,5.408624303804146,5.408624303804146,5.408624303804146,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1101
q2,95,SUCCESS_EXACT,12.666666666666664,3.250504354158018,3.250504354158018,3.250504354158018,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1110
q2,95,SUCCESS_EXACT,14.888888888888886,8.915023533903977,8.915023533903977,8.915023533903977,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1111
q2,90,SUCCESS_EXACT,-27.281249999999986,-82.92664389290451,-82.92664389290451,-82.92664389290451,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,0000
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,4,0001
q2,90,SUCCESS_EXACT,-2.593749999999986,-31.37585028943336,-31.37585028943336,-31.37585028943336,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,0010
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,4,0011
q2,90,SUCCESS_EXACT,-13.609374999999986,-50.91610948119691,-50.91610948119691,-50.91610948119691,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,0100
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,4,0101
q2,90,SUCCESS_EXACT,0.1406250000000142,-23.811459806007875,-23.811459806007875,-23.811459806007875,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,0110
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,4,0111
q2,90,SUCCESS_EXACT,-8.140624999999986,-38.69303751705584,-38.69303751705584,-38.69303751705584,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,1000
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,4,1001
q2,90,SUCCESS_EXACT,5.609375000000007,-11.588387841866805,-11.588387841866805,-11.588387841866805,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,1010
q2,90,NON_ABSORBING,,,,,,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",NON_ABSORBING,recursive monotone nonnegative-cost rational form,4,1011
