p1,kappa,N_max,h_accept,h_reject,feasible_terminal_count
0.12,1.0,1782,-6.251291798606495,2.6403717578961645,0
0.12,1.0,2096,-6.251291798606495,2.6403717578961645,0
0.12,1.0,524,-6.251291798606495,2.8903717578961645,0
0.12,1.0,838,-6.251291798606495,2.8903717578961645,0
0.12,1.0,1153,-6.251291798606495,2.8903717578961645,0
0.12,1.0,1467,-6.251291798606495,2.8903717578961645,0
0.12,1.0,1782,-6.251291798606495,2.8903717578961645,0
0.12,1.0,2096,-6.251291798606495,2.8903717578961645,0
0.12,1.0,524,-6.251291798606495,3.3903717578961645,0
0.12,1.0,838,-6.251291798606495,3.3903717578961645,0
0.12,1.0,1153,-6.251291798606495,3.3903717578961645,0
0.12,1.0,1467,-6.251291798606495,3.3903717578961645,0
0.12,1.0,1782,-6.251291798606495,3.3903717578961645,0
0.12,1.0,2096,-6.251291798606495,3.3903717578961645,0
0.12,1.0,524,-6.251291798606495,3.8903717578961645,0
0.12,1.0,838,-6.251291798606495,3.8903717578961645,0
0.12,1.0,1153,-6.251291798606495,3.8903717578961645,0
0.12,1.0,1467,-6.251291798606495,3.8903717578961645,0
0.12,1.0,1782,-6.251291798606495,3.8903717578961645,0
0.12,1.0,2096,-6.251291798606495,3.8903717578961645,0
0.12,1.0,524,-6.251291798606495,4.8903717578961645,0
0.12,1.0,838,-6.251291798606495,4.8903717578961645,0
0.12,1.0,1153,-6.251291798606495,4.8903717578961645,0
0.12,1.0,1467,-6.251291798606495,4.8903717578961645,0
0.12,1.0,1782,-6.251291798606495,4.8903717578961645,0
0.12,1.0,2096,-6.251291798606495,4.8903717578961645,1
0.12,1.0,524,-5.251291798606495,1.8903717578961645,0
0.12,1.0,838,-5.251291798606495,1.8903717578961645,0
0.12,1.0,1153,-5.251291798606495,1.8903717578961645,0
0.12,1.0,1467,-5.251291798606495,1.8903717578961645,0
0.12,1.0,1782,-5.251291798606495,1.8903717578961645,0
0.12,1.0,2096,-5.251291798606495,1.8903717578961645,0
0.12,1.0,524,-5.251291798606495,2.3903717578961645,0
0.12,1.0,838,-5.251291798606495,2.3903717578961645,0
0.12,1.0,1153,-5.251291798606495,2.3903717578961645,0
0.12,1.0,1467,-5.251291798606495,2.3903717578961645,0
0.12,1.0,1782,-5.251291798606495,2.3903717578961645,0
0.12,1.0,2096,-5.251291798606495,2.3903717578961645,0
0.12,1.0,524,-5.251291798606495,2.6403717578961645,0
0.12,1.0,838,-5.251291798606495,2.6403717578961645,0
0.12,1.0,1153,-5.251291798606495,2.6403717578961645,0
0.12,1.0,1467,-5.251291798606495,2.6403717578961645,0
0.12,1.0,1782,-5.251291798606495,2.6403717578961645,0
0.12,1.0,2096,-5.251291798606495,2.6403717578961645,0
0.12,1.0,524,-5.251291798606495,2.8903717578961645,0
0.12,1.0,838,-5.251291798606495,2.8903717578961645,0
0.12,1.0,1153,-5.251291798606495,2.8903717578961645,0
0.12,1.0,1467,-5.251291798606495,2.8903717578961645,0
0.12,1.0,1782,-5.251291798606495,2.8903717578961645,0
0.12,1.0,2096,-5.251291798606495,2.8903717578961645,0
0.12,1.0,524,-5.251291798606495,3.3903717578961645,0
0.12,1.0,838,-5.251291798606495,3.3903717578961645,0
0.12,1.0,1153,-5.251291798606495,3.3903717578961645,0
0.12,1.0,1467,-5.251291798606495,3.3903717578961645,0
0.12,1.0,1782,-5.251291798606495,3.3903717578961645,0
0.12,1.0,2096,-5.251291798606495,3.3903717578961645,0
0.12,1.0,524,-5.251291798606495,3.8903717578961645,0
0.12,1.0,838,-5.251291798606495,3.8903717578961645,0
0.12,1.0,1153,-5.251291798606495,3.8903717578961645,0
0.12,1.0,1467,-5.251291798606495,3.8903717578961645,0
0.12,1.0,1782,-5.251291798606495,3.8903717578961645,0
0.12,1.0,2096,-5.251291798606495,3.8903717578961645,0
0.12,1.0,524,-5.251291798606495,4.8903717578961645,0
0.12,1.0,838,-5.251291798606495,4.8903717578961645,0
0.12,1.0,1153,-5.251291798606495,4.8903717578961645,0
0.12,1.0,1467,-5.251291798606495,4.8903717578961645,0
0.12,1.0,1782,-5.251291798606495,4.8903717578961645,0
0.12,1.0,2096,-5.251291798606495,4.8903717578961645,1
0.12,1.0,524,-4.251291798606495,1.8903717578961645,0
0.12,1.0,838,-4.251291798606495,1.8903717578961645,0
0.12,1.0,1153,-4.251291798606495,1.8903717578961645,0
0.12,1.0,1467,-4.251291798606495,1.8903717578961645,0
0.12,1.0,1782,-4.251291798606495,1.8903717578961645,0
0.12,1.0,2096,-4.251291798606495,1.8903717578961645,0
0.12,1.0,524,-4.251291798606495,2.3903717578961645,0
0.12,1.0,838,-4.251291798606495,2.3903717578961645,0
0.12,1.0,1153,-4.251291798606495,2.3903717578961645,0
0.12,1.0,1467,-4.251291798606495,2.3903717578961645,0
0.12,1.0,1782,-4.251291798606495,2.3903717578961645,0
0.12,1.0,2096,-4.251291798606495,2.3903717578961645,0
0.12,1.0,524,-4.251291798606495,2.6403717578961645,0
0.12,1.0,838,-4.251291798606495,2.6403717578961645,0
0.12,1.0,1153,-4.251291798606495,2.6403717578961645,0
0.12,1.0,1467,-4.251291798606495,2.6403717578961645,0
0.12,1.0,1782,-4.251291798606495,2.6403717578961645,0
0.12,1.0,2096,-4.251291798606495,2.6403717578961645,0
0.12,1.0,524,-4.251291798606495,2.8903717578961645,0
0.12,1.0,838,-4.251291798606495,2.8903717578961645,0
0.12,1.0,1153,-4.251291798606495,2.8903717578961645,0
0.12,1.0,1467,-4.251291798606495,2.8903717578961645,0
0.12,1.0,1782,-4.251291798606495,2.8903717578961645,0
0.12,1.0,2096,-4.251291798606495,2.8903717578961645,0
0.12,1.0,524,-4.251291798606495,3.3903717578961645,0
0.12,1.0,838,-4.251291798606495,3.3903717578961645,0
0.12,1.0,1153,-4.251291798606495,3.3903717578961645,0
0.12,1.0,1467,-4.251291798606495,3.3903717578961645,0
0.12,1.0,1782,-4.251291798606495,3.3903717578961645,0
0.12,1.0,2096,-4.251291798606495,3.3903717578961645,0
0.12,1.0,524,-4.251291798606495,3.8903717578961645,0
0.12,1.0,838,-4.251291798606495,3.8903717578961645,0
0.12,1.0,1153,-4.251291798606495,3.8903717578961645,0
0.12,1.0,1467,-4.251291798606495,3.8903717578961645,0
0.12,1.0,1782,-4.251291798606495,3.8903717578961645,0
0.12,1.0,2096,-4.251291798606495,3.8903717578961645,0
0.12,1.0,524,-4.251291798606495,4.8903717578961645,0
0.12,1.0,838,-4.251291798606495,4.8903717578961645,0
0.12,1.0,1153,-4.251291798606495,4.8903717578961645,0
0.12,1.0,1467,-4.251291798606495,4.8903717578961645,0
0.12,1.0,1782,-4.251291798606495,4.8903717578961645,0
0.12,1.0,2096,-4.251291798606495,4.8903717578961645,0
0.12,1.0,524,-3.251291798606495,1.8903717578961645,0
0.12,1.0,838,-3.251291798606495,1.8903717578961645,0
0.12,1.0,1153,-3.251291798606495,1.8903717578961645,0
0.12,1.0,1467,-3.251291798606495,1.8903717578961645,0
0.12,1.0,1782,-3.251291798606495,1.8903717578961645,0
0.12,1.0,2096,-3.251291798606495,1.8903717578961645,0
0.12,1.0,524,-3.251291798606495,2.3903717578961645,0
0.12,1.0,838,-3.251291798606495,2.3903717578961645,0
0.12,1.0,1153,-3.251291798606495,2.3903717578961645,0
0.12,1.0,1467,-3.251291798606495,2.3903717578961645,0
0.12,1.0,1782,-3.251291798606495,2.3903717578961645,0
0.12,1.0,2096,-3.251291798606495,2.3903717578961645,0
0.12,1.0,524,-3.251291798606495,2.6403717578961645,0
0.12,1.0,838,-3.251291798606495,2.6403717578961645,0
0.12,1.0,1153,-3.251291798606495,2.6403717578961645,0
0.12,1.0,1467,-3.251291798606495,2.6403717578961645,0
0.12,1.0,1782,-3.251291798606495,2.6403717578961645,0
0.12,1.0,2096,-3.251291798606495,2.6403717578961645,0
0.12,1.0,524,-3.251291798606495,2.8903717578961645,0
0.12,1.0,838,-3.251291798606495,2.8903717578961645,0
0.12,1.0,1153,-3.251291798606495,2.8903717578961645,0
0.12,1.0,1467,-3.251291798606495,2.8903717578961645,0
0.12,1.0,1782,-3.251291798606495,2.8903717578961645,0
0.12,1.0,2096,-3.251291798606495,2.8903717578961645,0
0.12,1.0,524,-3.251291798606495,3.3903717578961645,0
0.12,1.0,838,-3.251291798606495,3.3903717578961645,0
0.12,1.0,1153,-3.251291798606495,3.3903717578961645,0
0.12,1.0,1467,-3.251291798606495,3.3903717578961645,0
0.12,1.0,1782,-3.251291798606495,3.3903717578961645,0
0.12,1.0,2096,-3.251291798606495,3.3903717578961645,0
0.12,1.0,524,-3.251291798606495,3.8903717578961645,0
0.12,1.0,838,-3.251291798606495,3.8903717578961645,0
0.12,1.0,1153,-3.251291798606495,3.8903717578961645,0
0.12,1.0,1467,-3.251291798606495,3.8903717578961645,0
0.12,1.0,1782,-3.251291798606495,3.8903717578961645,0
0.12,1.0,2096,-3.251291798606495,3.8903717578961645,0
0.12,1.0,524,-3.251291798606495,4.8903717578961645,0
0.12,1.0,838,-3.251291798606495,4.8903717578961645,0
0.12,1.0,1153,-3.251291798606495,4.8903717578961645,0
0.12,1.0,1467,-3.251291798606495,4.8903717578961645,0
0.12,1.0,1782,-3.251291798606495,4.8903717578961645,0
0.12,1.0,2096,-3.251291798606495,4.8903717578961645,0
0.12,1.0,524,-2.251291798606495,1.8903717578961645,0
0.12,1.0,838,-2.251291798606495,1.8903717578961645,0
0.12,1.0,1153,-2.251291798606495,1.8903717578961645,0
0.12,1.0,1467,-2.251291798606495,1.8903717578961645,0
0.12,1.0,1782,-2.251291798606495,1.8903717578961645,0
0.12,1.0,2096,-2.251291798606495,1.8903717578961645,0
0.12,1.0,524,-2.251291798606495,2.3903717578961645,0
0.12,1.0,838,-2.251291798606495,2.3903717578961645,0
0.12,1.0,1153,-2.251291798606495,2.3903717578961645,0
0.12,1.0,1467,-2.251291798606495,2.3903717578961645,0
0.12,1.0,1782,-2.251291798606495,2.3903717578961645,0
0.12,1.0,2096,-2.251291798606495,2.3903717578961645,0
0.12,1.0,524,-2.251291798606495,2.6403717578961645,0
0.12,1.0,838,-2.251291798606495,2.6403717578961645,0
0.12,1.0,1153,-2.251291798606495,2.6403717578961645,0
0.12,1.0,1467,-2.251291798606495,2.6403717578961645,0
0.12,1.0,1782,-2.251291798606495,2.6403717578961645,0
0.12,1.0,2096,-2.251291798606495,2.6403717578961645,0
0.12,1.0,524,-2.251291798606495,2.8903717578961645,0
0.12,1.0,838,-2.251291798606495,2.8903717578961645,0
0.12,1.0,1153,-2.251291798606495,2.8903717578961645,0
0.12,1.0,1467,-2.251291798606495,2.8903717578961645,0
0.12,1.0,1782,-2.251291798606495,2.8903717578961645,0
0.12,1.0,2096,-2.251291798606495,2.8903717578961645,0
0.12,1.0,524,-2.251291798606495,3.3903717578961645,0
0.12,1.0,838,-2.251291798606495,3.3903717578961645,0
0.12,1.0,1153,-2.251291798606495,3.3903717578961645,0
0.12,1.0,1467,-2.251291798606495,3.3903717578961645,0
0.12,1.0,1782,-2.251291798606495,3.3903717578961645,0
0.12,1.0,2096,-2.251291798606495,3.3903717578961645,0
0.12,1.0,524,-2.251291798606495,3.8903717578961645,0
0.12,1.0,838,-2.251291798606495,3.8903717578961645,0
0.12,1.0,1153,-2.251291798606495,3.8903717578961645,0
0.12,1.0,1467,-2.251291798606495,3.8903717578961645,0
0.12,1.0,1782,-2.251291798606495,3.8903717578961645,0
0.12,1.0,2096,-2.251291798606495,3.8903717578961645,0
0.12,1.0,524,-2.251291798606495,4.8903717578961645,0
0.12,1.0,838,-2.251291798606495,4.8903717578961645,0
0.12,1.0,1153,-2.251291798606495,4.8903717578961645,0
0.12,1.0,1467,-2.251291798606495,4.8903717578961645,0
0.12,1.0,1782,-2.251291798606495,4.8903717578961645,0
0.12,1.0,2096,-2.251291798606495,4.8903717578961645,0
0.12,1.0,524,-1.2512917986064949,1.8903717578961645,0
0.12,1.0,838,-1.2512917986064949,1.8903717578961645,0
0.12,1.0,1153,-1.2512917986064949,1.8903717578961645,0
0.12,1.0,1467,-1.2512917986064949,1.8903717578961645,0
0.12,1.0,1782,-1.2512917986064949,1.8903717578961645,0
0.12,1.0,2096,-1.2512917986064949,1.8903717578961645,0
0.12,1.0,524,-1.2512917986064949,2.3903717578961645,0
0.12,1.0,838,-1.2512917986064949,2.3903717578961645,0
0.12,1.0,1153,-1.2512917986064949,2.3903717578961645,0
0.12,1.0,1467,-1.2512917986064949,2.3903717578961645,0
0.12,1.0,1782,-1.2512917986064949,2.3903717578961645,0
0.12,1.0,2096,-1.2512917986064949,2.3903717578961645,0
0.12,1.0,524,-1.2512917986064949,2.6403717578961645,0
0.12,1.0,838,-1.2512917986064949,2.6403717578961645,0
0.12,1.0,1153,-1.2512917986064949,2.6403717578961645,0
0.12,1.0,1467,-1.2512917986064949,2.6403717578961645,0
0.12,1.0,1782,-1.2512917986064949,2.6403717578961645,0
0.12,1.0,2096,-1.2512917986064949,2.6403717578961645,0
0.12,1.0,524,-1.2512917986064949,2.8903717578961645,0
0.12,1.0,838,-1.2512917986064949,2.8903717578961645,0
0.12,1.0,1153,-1.2512917986064949,2.8903717578961645,0
0.12,1.0,1467,-1.2512917986064949,2.8903717578961645,0
0.12,1.0,1782,-1.2512917986064949,2.8903717578961645,0
0.12,1.0,2096,-1.2512917986064949,2.8903717578961645,0
0.12,1.0,524,-1.2512917986064949,3.3903717578961645,0
0.12,1.0,838,-1.2512917986064949,3.3903717578961645,0
0.12,1.0,1153,-1.2512917986064949,3.3903717578961645,0
0.12,1.0,1467,-1.2512917986064949,3.3903717578961645,0
0.12,1.0,1782,-1.2512917986064949,3.3903717578961645,0
0.12,1.0,2096,-1.2512917986064949,3.3903717578961645,0
0.12,1.0,524,-1.2512917986064949,3.8903717578961645,0
0.12,1.0,838,-1.2512917986064949,3.8903717578961645,0
0.12,1.0,1153,-1.2512917986064949,3.8903717578961645,0
0.12,1.0,1467,-1.2512917986064949,3.8903717578961645,0
0.12,1.0,1782,-1.2512917986064949,3.8903717578961645,0
0.12,1.0,2096,-1.2512917986064949,3.8903717578961645,0
0.12,1.0,524,-1.2512917986064949,4.8903717578961645,0
0.12,1.0,838,-1.2512917986064949,4.8903717578961645,0
0.12,1.0,1153,-1.2512917986064949,4.8903717578961645,0
0.12,1.0,1467,-1.2512917986064949,4.8903717578961645,0
0.12,1.0,1782,-1.2512917986064949,4.8903717578961645,0
0.12,1.0,2096,-1.2512917986064949,4.8903717578961645,0
0.12,1.25,655,-8.251291798606495,1.8903717578961645,0
0.12,1.25,1048,-8.251291798606495,1.8903717578961645,0
0.12,1.25,1441,-8.251291798606495,1.8903717578961645,0
0.12,1.25,1834,-8.251291798606495,1.8903717578961645,0
0.12,1.25,2096,-8.251291798606495,1.8903717578961645,0
0.12,1.25,2227,-8.251291798606495,1.8903717578961645,0
0.12,1.25,2620,-8.251291798606495,1.8903717578961645,0
0.12,1.25,655,-8.251291798606495,2.3903717578961645,0
0.12,1.25,1048,-8.251291798606495,2.3903717578961645,0
0.12,1.25,1441,-8.251291798606495,2.3903717578961645,0
0.12,1.25,1834,-8.251291798606495,2.3903717578961645,0
0.12,1.25,2096,-8.251291798606495,2.3903717578961645,0
0.12,1.25,2227,-8.251291798606495,2.3903717578961645,0
0.12,1.25,2620,-8.251291798606495,2.3903717578961645,0
0.12,1.25,655,-8.251291798606495,2.6403717578961645,0
0.12,1.25,1048,-8.251291798606495,2.6403717578961645,0
0.12,1.25,1441,-8.251291798606495,2.6403717578961645,0
0.12,1.25,1834,-8.251291798606495,2.6403717578961645,0
0.12,1.25,2096,-8.251291798606495,2.6403717578961645,0
0.12,1.25,2227,-8.251291798606495,2.6403717578961645,0
0.12,1.25,2620,-8.251291798606495,2.6403717578961645,0
0.12,1.25,655,-8.251291798606495,2.8903717578961645,0
0.12,1.25,1048,-8.251291798606495,2.8903717578961645,0
0.12,1.25,1441,-8.251291798606495,2.8903717578961645,0
0.12,1.25,1834,-8.251291798606495,2.8903717578961645,0
0.12,1.25,2096,-8.251291798606495,2.8903717578961645,0
0.12,1.25,2227,-8.251291798606495,2.8903717578961645,0
0.12,1.25,2620,-8.251291798606495,2.8903717578961645,1
0.12,1.25,655,-8.251291798606495,3.3903717578961645,0
0.12,1.25,1048,-8.251291798606495,3.3903717578961645,0
0.12,1.25,1441,-8.251291798606495,3.3903717578961645,0
0.12,1.25,1834,-8.251291798606495,3.3903717578961645,0
0.12,1.25,2096,-8.251291798606495,3.3903717578961645,0
0.12,1.25,2227,-8.251291798606495,3.3903717578961645,0
0.12,1.25,2620,-8.251291798606495,3.3903717578961645,6
0.12,1.25,655,-8.251291798606495,3.8903717578961645,0
0.12,1.25,1048,-8.251291798606495,3.8903717578961645,0
0.12,1.25,1441,-8.251291798606495,3.8903717578961645,0
0.12,1.25,1834,-8.251291798606495,3.8903717578961645,0
0.12,1.25,2096,-8.251291798606495,3.8903717578961645,0
0.12,1.25,2227,-8.251291798606495,3.8903717578961645,1
0.12,1.25,2620,-8.251291798606495,3.8903717578961645,6
0.12,1.25,655,-8.251291798606495,4.8903717578961645,0
0.12,1.25,1048,-8.251291798606495,4.8903717578961645,0
0.12,1.25,1441,-8.251291798606495,4.8903717578961645,0
0.12,1.25,1834,-8.251291798606495,4.8903717578961645,0
0.12,1.25,2096,-8.251291798606495,4.8903717578961645,1
0.12,1.25,2227,-8.251291798606495,4.8903717578961645,2
0.12,1.25,2620,-8.251291798606495,4.8903717578961645,5
0.12,1.25,655,-7.251291798606495,1.8903717578961645,0
0.12,1.25,1048,-7.251291798606495,1.8903717578961645,0
0.12,1.25,1441,-7.251291798606495,1.8903717578961645,0
0.12,1.25,1834,-7.251291798606495,1.8903717578961645,0
0.12,1.25,2096,-7.251291798606495,1.8903717578961645,0
0.12,1.25,2227,-7.251291798606495,1.8903717578961645,0
0.12,1.25,2620,-7.251291798606495,1.8903717578961645,0
0.12,1.25,655,-7.251291798606495,2.3903717578961645,0
0.12,1.25,1048,-7.251291798606495,2.3903717578961645,0
0.12,1.25,1441,-7.251291798606495,2.3903717578961645,0
0.12,1.25,1834,-7.251291798606495,2.3903717578961645,0
0.12,1.25,2096,-7.251291798606495,2.3903717578961645,0
0.12,1.25,2227,-7.251291798606495,2.3903717578961645,0
0.12,1.25,2620,-7.251291798606495,2.3903717578961645,0
0.12,1.25,655,-7.251291798606495,2.6403717578961645,0
0.12,1.25,1048,-7.251291798606495,2.6403717578961645,0
0.12,1.25,1441,-7.251291798606495,2.6403717578961645,0
0.12,1.25,1834,-7.251291798606495,2.6403717578961645,0
0.12,1.25,2096,-7.251291798606495,2.6403717578961645,0
0.12,1.25,2227,-7.251291798606495,2.6403717578961645,0
0.12,1.25,2620,-7.251291798606495,2.6403717578961645,0
0.12,1.25,655,-7.251291798606495,2.8903717578961645,0
0.12,1.25,1048,-7.251291798606495,2.8903717578961645,0
0.12,1.25,1441,-7.251291798606495,2.8903717578961645,0
0.12,1.25,1834,-7.251291798606495,2.8903717578961645,0
0.12,1.25,2096,-7.251291798606495,2.8903717578961645,0
0.12,1.25,2227,-7.251291798606495,2.8903717578961645,0
0.12,1.25,2620,-7.251291798606495,2.8903717578961645,1
0.12,1.25,655,-7.251291798606495,3.3903717578961645,0
0.12,1.25,1048,-7.251291798606495,3.3903717578961645,0
0.12,1.25,1441,-7.251291798606495,3.3903717578961645,0
0.12,1.25,1834,-7.251291798606495,3.3903717578961645,0
0.12,1.25,2096,-7.251291798606495,3.3903717578961645,0
0.12,1.25,2227,-7.251291798606495,3.3903717578961645,0
0.12,1.25,2620,-7.251291798606495,3.3903717578961645,6
0.12,1.25,655,-7.251291798606495,3.8903717578961645,0
0.12,1.25,1048,-7.251291798606495,3.8903717578961645,0
0.12,1.25,1441,-7.251291798606495,3.8903717578961645,0
0.12,1.25,1834,-7.251291798606495,3.8903717578961645,0
0.12,1.25,2096,-7.251291798606495,3.8903717578961645,0
0.12,1.25,2227,-7.251291798606495,3.8903717578961645,1
0.12,1.25,2620,-7.251291798606495,3.8903717578961645,6
0.12,1.25,655,-7.251291798606495,4.8903717578961645,0
0.12,1.25,1048,-7.251291798606495,4.8903717578961645,0
0.12,1.25,1441,-7.251291798606495,4.8903717578961645,0
0.12,1.25,1834,-7.251291798606495,4.8903717578961645,0
0.12,1.25,2096,-7.251291798606495,4.8903717578961645,1
0.12,1.25,2227,-7.251291798606495,4.8903717578961645,2
0.12,1.25,2620,-7.251291798606495,4.8903717578961645,5
0.12,1.25,655,-6.251291798606495,1.8903717578961645,0
0.12,1.25,1048,-6.251291798606495,1.8903717578961645,0
0.12,1.25,1441,-6.251291798606495,1.8903717578961645,0
0.12,1.25,1834,-6.251291798606495,1.8903717578961645,0
0.12,1.25,2096,-6.251291798606495,1.8903717578961645,0
0.12,1.25,2227,-6.251291798606495,1.8903717578961645,0
0.12,1.25,2620,-6.251291798606495,1.8903717578961645,0
0.12,1.25,655,-6.251291798606495,2.3903717578961645,0
0.12,1.25,1048,-6.251291798606495,2.3903717578961645,0
0.12,1.25,1441,-6.251291798606495,2.3903717578961645,0
0.12,1.25,1834,-6.251291798606495,2.3903717578961645,0
0.12,1.25,2096,-6.251291798606495,2.3903717578961645,0
0.12,1.25,2227,-6.251291798606495,2.3903717578961645,0
0.12,1.25,2620,-6.251291798606495,2.3903717578961645,0
0.12,1.25,655,-6.251291798606495,2.6403717578961645,0
0.12,1.25,1048,-6.251291798606495,2.6403717578961645,0
0.12,1.25,1441,-6.251291798606495,2.6403717578961645,0
0.12,1.25,1834,-6.251291798606495,2.6403717578961645,0
