t_opt,N_max,n,k_accept_max,k_reject_min
25,400,159,6,29
25,400,160,6,29
25,400,161,6,29
25,400,162,6,29
25,400,163,7,29
25,400,164,7,29
25,400,165,7,29
25,400,166,7,30
25,400,167,7,30
25,400,168,7,30
25,400,169,7,30
25,400,170,7,30
25,400,171,7,30
25,400,172,7,30
25,400,173,7,31
25,400,174,7,31
25,400,175,7,31
25,400,176,7,31
25,400,177,7,31
25,400,178,8,31
25,400,179,8,31
25,400,180,8,32
25,400,181,8,32
25,400,182,8,32
25,400,183,8,32
25,400,184,8,32
25,400,185,8,32
25,400,186,8,32
25,400,187,8,32
25,400,188,8,33
25,400,189,8,33
25,400,190,8,33
25,400,191,8,33
25,400,192,8,33
25,400,193,8,33
25,400,194,9,33
25,400,195,9,34
25,400,196,9,34
25,400,197,9,34
25,400,198,9,34
25,400,199,9,34
25,400,200,9,34
25,400,201,9,34
25,400,202,9,34
25,400,203,9,35
25,400,204,9,35
25,400,205,9,35
25,400,206,9,35
25,400,207,9,35
25,400,208,10,35
25,400,209,10,35
25,400,210,10,36
25,400,211,10,36
25,400,212,10,36
25,400,213,10,36
25,400,214,10,36
25,400,215,10,36
25,400,216,10,36
25,400,217,10,37
25,400,218,10,37
25,400,219,10,37
25,400,220,10,37
25,400,221,10,37
25,400,222,10,37
25,400,223,11,37
25,400,224,11,37
25,400,225,11,38
25,400,226,11,38
25,400,227,11,38
25,400,228,11,38
25,400,229,11,38
25,400,230,11,38
25,400,231,11,38
25,400,232,11,39
25,400,233,11,39
25,400,234,11,39
25,400,235,11,39
25,400,236,11,39
25,400,237,11,39
25,400,238,12,39
25,400,239,12,39
25,400,240,12,40
25,400,241,12,40
25,400,242,12,40
25,400,243,12,40
25,400,244,12,40
25,400,245,12,40
25,400,246,12,40
25,400,247,12,40
25,400,248,12,41
25,400,249,12,41
25,400,250,12,41
25,400,251,12,41
25,400,252,13,41
25,400,253,13,41
25,400,254,13,41
25,400,255,13,42
25,400,256,13,42
25,400,257,13,42
25,400,258,13,42
25,400,259,13,42
25,400,260,13,42
25,400,261,13,42
25,400,262,13,42
25,400,263,13,43
25,400,264,13,43
25,400,265,13,43
25,400,266,14,43
25,400,267,14,43
25,400,268,14,43
25,400,269,14,43
25,400,270,14,43
25,400,271,14,44
25,400,272,14,44
25,400,273,14,44
25,400,274,14,44
25,400,275,14,44
25,400,276,14,44
25,400,277,14,44
25,400,278,14,45
25,400,279,14,45
25,400,280,15,45
25,400,281,15,45
25,400,282,15,45
25,400,283,15,45
25,400,284,15,45
25,400,285,15,45
25,400,286,15,46
25,400,287,15,46
25,400,288,15,46
25,400,289,15,46
25,400,290,15,46
25,400,291,15,46
25,400,292,15,46
25,400,293,15,46
25,400,294,16,47
25,400,295,16,47
25,400,296,16,47
25,400,297,16,47
25,400,298,16,47
25,400,299,16,47
25,400,300,16,47
25,400,301,16,48
25,400,302,16,48
25,400,303,16,48
25,400,304,16,48
25,400,305,16,48
25,400,306,16,48
25,400,307,16,48
25,400,308,17,48
25,400,309,17,49
25,400,310,17,49
25,400,311,17,49
25,400,312,17,49
25,400,313,17,49
25,400,314,17,49
25,400,315,17,49
25,400,316,17,49
25,400,317,17,50
25,400,318,17,50
25,400,319,17,50
25,400,320,17,50
25,400,321,17,50
25,400,322,18,50
25,400,323,18,50
25,400,324,18,50
25,400,325,18,51
25,400,326,18,51
25,400,327,18,51
25,400,328,18,51
25,400,329,18,51
25,400,330,18,51
25,400,331,18,51
25,400,332,18,51
25,400,333,18,52
25,400,334,18,52
25,400,335,19,52
25,400,336,19,52
25,400,337,19,52
25,400,338,19,52
25,400,339,19,52
25,400,340,19,53
25,400,341,19,53
25,400,342,19,53
25,400,343,19,53
25,400,344,19,53
25,400,345,19,53
25,400,346,19,53
25,400,347,19,53
25,400,348,19,54
25,400,349,20,54
25,400,350,20,54
25,400,351,20,54
25,400,352,20,54
25,400,353,20,54
25,400,354,20,54
25,400,355,20,54
25,400,356,20,55
25,400,357,20,55
25,400,358,20,55
25,400,359,20,55
25,400,360,20,55
25,400,361,20,55
25,400,362,21,55
25,400,363,21,55
25,400,364,21,56
25,400,365,21,56
25,400,366,21,56
25,400,367,21,56
25,400,368,21,56
25,400,369,21,56
25,400,370,21,56
25,400,371,21,56
25,400,372,21,57
25,400,373,21,57
25,400,374,21,57
25,400,375,22,57
25,400,376,22,57
25,400,377,22,57
25,400,378,22,57
25,400,379,22,57
25,400,380,22,58
25,400,381,22,58
25,400,382,22,58
25,400,383,22,58
25,400,384,22,58
25,400,385,22,58
25,400,386,22,58
25,400,387,22,58
25,400,388,22,59
25,400,389,23,59
25,400,390,23,59
25,400,391,23,59
25,400,392,23,59
25,400,393,23,59
25,400,394,23,59
25,400,395,23,59
25,400,396,23,60
25,400,397,23,60
25,400,398,23,60
25,400,399,23,60
25,400,400,23,60
25,800,1,,
25,800,2,,
25,800,3,,3
25,800,4,,3
25,800,5,,4
25,800,6,,4
25,800,7,,4
25,800,8,,4
25,800,9,,5
25,800,10,,5
25,800,11,,5
25,800,12,,5
25,800,13,,6
25,800,14,,6
25,800,15,,6
25,800,16,,6
25,800,17,,6
25,800,18,,7
25,800,19,,7
25,800,20,,7
25,800,21,,7
25,800,22,,7
25,800,23,,8
25,800,24,,8
25,800,25,,8
25,800,26,,8
25,800,27,0,8
25,800,28,0,9
25,800,29,0,9
25,800,30,0,9
25,800,31,0,9
25,800,32,0,9
25,800,33,0,10
25,800,34,0,10
25,800,35,0,10
25,800,36,0,10
25,800,37,0,10
25,800,38,0,10
25,800,39,0,11
25,800,40,0,11
25,800,41,0,11
25,800,42,0,11
25,800,43,0,11
25,800,44,0,11
25,800,45,0,12
25,800,46,0,12
25,800,47,0,12
25,800,48,0,12
25,800,49,0,12
25,800,50,0,12
25,800,51,0,13
25,800,52,0,13
25,800,53,0,13
25,800,54,0,13
25,800,55,0,13
25,800,56,1,13
25,800,57,1,14
25,800,58,1,14
25,800,59,1,14
25,800,60,1,14
25,800,61,1,14
25,800,62,1,14
25,800,63,1,15
25,800,64,1,15
25,800,65,1,15
25,800,66,1,15
25,800,67,1,15
25,800,68,1,15
25,800,69,1,15
25,800,70,1,16
25,800,71,1,16
25,800,72,1,16
25,800,73,1,16
25,800,74,1,16
25,800,75,1,16
25,800,76,1,17
25,800,77,2,17
25,800,78,2,17
25,800,79,2,17
25,800,80,2,17
25,800,81,2,17
25,800,82,2,17
25,800,83,2,18
25,800,84,2,18
25,800,85,2,18
25,800,86,2,18
25,800,87,2,18
25,800,88,2,18
25,800,89,2,19
25,800,90,2,19
25,800,91,2,19
25,800,92,2,19
25,800,93,2,19
25,800,94,2,19
25,800,95,2,19
25,800,96,3,20
25,800,97,3,20
25,800,98,3,20
25,800,99,3,20
25,800,100,3,20
25,800,101,3,20
25,800,102,3,20
25,800,103,3,21
25,800,104,3,21
25,800,105,3,21
25,800,106,3,21
25,800,107,3,21
25,800,108,3,21
25,800,109,3,22
25,800,110,3,22
25,800,111,3,22
25,800,112,3,22
25,800,113,3,22
25,800,114,4,22
25,800,115,4,22
25,800,116,4,23
25,800,117,4,23
25,800,118,4,23
25,800,119,4,23
25,800,120,4,23
25,800,121,4,23
25,800,122,4,23
25,800,123,4,24
25,800,124,4,24
25,800,125,4,24
25,800,126,4,24
25,800,127,4,24
25,800,128,4,24
25,800,129,4,24
25,800,130,4,25
25,800,131,5,25
25,800,132,5,25
25,800,133,5,25
25,800,134,5,25
25,800,135,5,25
25,800,136,5,25
25,800,137,5,26
25,800,138,5,26
25,800,139,5,26
25,800,140,5,26
25,800,141,5,26
25,800,142,5,26
25,800,143,5,26
25,800,144,5,27
25,800,145,5,27
25,800,146,5,27
25,800,147,6,27
25,800,148,6,27
25,800,149,6,27
25,800,150,6,27
25,800,151,6,28
25,800,152,6,28
25,800,153,6,28
25,800,154,6,28
25,800,155,6,28
25,800,156,6,28
25,800,157,6,28
25,800,158,6,28
25,800,159,6,29
25,800,160,6,29
25,800,161,6,29
25,800,162,6,29
25,800,163,7,29
25,800,164,7,29
25,800,165,7,29
25,800,166,7,30
25,800,167,7,30
25,800,168,7,30
25,800,169,7,30
25,800,170,7,30
25,800,171,7,30
25,800,172,7,30
25,800,173,7,31
25,800,174,7,31
25,800,175,7,31
25,800,176,7,31
25,800,177,7,31
25,800,178,8,31
25,800,179,8,31
25,800,180,8,32
25,800,181,8,32
25,800,182,8,32
25,800,183,8,32
25,800,184,8,32
25,800,185,8,32
25,800,186,8,32
25,800,187,8,32
25,800,188,8,33
25,800,189,8,33
25,800,190,8,33
25,800,191,8,33
25,800,192,8,33
25,800,193,8,33
25,800,194,9,33
25,800,195,9,34
25,800,196,9,34
25,800,197,9,34
25,800,198,9,34
25,800,199,9,34
25,800,200,9,34
25,800,201,9,34
25,800,202,9,34
25,800,203,9,35
25,800,204,9,35
25,800,205,9,35
25,800,206,9,35
25,800,207,9,35
25,800,208,10,35
25,800,209,10,35
25,800,210,10,36
25,800,211,10,36
25,800,212,10,36
25,800,213,10,36
25,800,214,10,36
25,800,215,10,36
25,800,216,10,36
25,800,217,10,37
25,800,218,10,37
25,800,219,10,37
25,800,220,10,37
25,800,221,10,37
25,800,222,10,37
25,800,223,11,37
25,800,224,11,37
25,800,225,11,38
25,800,226,11,38
25,800,227,11,38
25,800,228,11,38
25,800,229,11,38
25,800,230,11,38
25,800,231,11,38
25,800,232,11,39
25,800,233,11,39
25,800,234,11,39
25,800,235,11,39
25,800,236,11,39
25,800,237,11,39
25,800,238,12,39
25,800,239,12,39
25,800,240,12,40
25,800,241,12,40
25,800,242,12,40
25,800,243,12,40
25,800,244,12,40
25,800,245,12,40
25,800,246,12,40
25,800,247,12,40
25,800,248,12,41
25,800,249,12,41
25,800,250,12,41
25,800,251,12,41
25,800,252,13,41
25,800,253,13,41
25,800,254,13,41
25,800,255,13,42
25,800,256,13,42
25,800,257,13,42
25,800,258,13,42
25,800,259,13,42
25,800,260,13,42
25,800,261,13,42
25,800,262,13,42
25,800,263,13,43
25,800,264,13,43
25,800,265,13,43
25,800,266,14,43
25,800,267,14,43
25,800,268,14,43
25,800,269,14,43
25,800,270,14,43
25,800,271,14,44
25,800,272,14,44
25,800,273,14,44
25,800,274,14,44
25,800,275,14,44
25,800,276,14,44
25,800,277,14,44
25,800,278,14,45
25,800,279,14,45
25,800,280,15,45
25,800,281,15,45
25,800,282,15,45
25,800,283,15,45
25,800,284,15,45
25,800,285,15,45
25,800,286,15,46
25,800,287,15,46
25,800,288,15,46
25,800,289,15,46
25,800,290,15,46
25,800,291,15,46
25,800,292,15,46
25,800,293,15,46
25,800,294,16,47
25,800,295,16,47
25,800,296,16,47
25,800,297,16,47
25,800,298,16,47
25,800,299,16,47
25,800,300,16,47
25,800,301,16,48
25,800,302,16,48
25,800,303,16,48
25,800,304,16,48
25,800,305,16,48
25,800,306,16,48
25,800,307,16,48
25,800,308,17,48
25,800,309,17,49
25,800,310,17,49
25,800,311,17,49
25,800,312,17,49
25,800,313,17,49
25,800,314,17,49
25,800,315,17,49
25,800,316,17,49
25,800,317,17,50
25,800,318,17,50
25,800,319,17,50
25,800,320,17,50
25,800,321,17,50
25,800,322,18,50
25,800,323,18,50
25,800,324,18,50
25,800,325,18,51
25,800,326,18,51
25,800,327,18,51
25,800,328,18,51
25,800,329,18,51
25,800,330,18,51
25,800,331,18,51
25,800,332,18,51
25,800,333,18,52
25,800,334,18,52
25,800,335,19,52
25,800,336,19,52
25,800,337,19,52
25,800,338,19,52
25,800,339,19,52
25,800,340,19,53
25,800,341,19,53
25,800,342,19,53
25,800,343,19,53
25,800,344,19,53
25,800,345,19,53
25,800,346,19,53
25,800,347,19,53
25,800,348,19,54
25,800,349,20,54
25,800,350,20,54
25,800,351,20,54
25,800,352,20,54
25,800,353,20,54
25,800,354,20,54
25,800,355,20,54
25,800,356,20,55
25,800,357,20,55
25,800,358,20,55
25,800,359,20,55
25,800,360,20,55
25,800,361,20,55
25,800,362,21,55
25,800,363,21,55
25,800,364,21,56
25,800,365,21,56
25,800,366,21,56
25,800,367,21,56
25,800,368,21,56
25,800,369,21,56
25,800,370,21,56
25,800,371,21,56
25,800,372,21,57
25,800,373,21,57
25,800,374,21,57
25,800,375,22,57
25,800,376,22,57
25,800,377,22,57
25,800,378,22,57
25,800,379,22,57
25,800,380,22,58
25,800,381,22,58
25,800,382,22,58
25,800,383,22,58
25,800,384,22,58
25,800,385,22,58
25,800,386,22,58
25,800,387,22,58
25,800,388,22,59
25,800,389,23,59
25,800,390,23,59
25,800,391,23,59
25,800,392,23,59
25,800,393,23,59
25,800,394,23,59
25,800,395,23,59
25,800,396,23,60
25,800,397,23,60
25,800,398,23,60
25,800,399,23,60
25,800,400,23,60
25,800,401,23,60
25,800,402,24,60
25,800,403,24,60
25,800,404,24,61
25,800,405,24,61
25,800,406,24,61
25,800,407,24,61
25,800,408,24,61
25,800,409,24,61
25,800,410,24,61
25,800,411,24,61
25,800,412,24,62
25,800,413,24,62
25,800,414,24,62
25,800,415,25,62
25,800,416,25,62
25,800,417,25,62
25,800,418,25,62
25,800,419,25,62
25,800,420,25,63
25,800,421,25,63
25,800,422,25,63
25,800,423,25,63
25,800,424,25,63
25,800,425,25,63
25,800,426,25,63
25,800,427,25,63
25,800,428,26,64
25,800,429,26,64
25,800,430,26,64
25,800,431,26,64
25,800,432,26,64
25,800,433,26,64
25,800,434,26,64
25,800,435,26,64
25,800,436,26,65
25,800,437,26,65
25,800,438,26,65
25,800,439,26,65
25,800,440,26,65
25,800,441,27,65
25,800,442,27,65
25,800,443,27,65
25,800,444,27,66
25,800,445,27,66
25,800,446,27,66
25,800,447,27,66
25,800,448,27,66
25,800,449,27,66
25,800,450,27,66
25,800,451,27,66
25,800,452,27,67
25,800,453,27,67
25,800,454,28,67
25,800,455,28,67
25,800,456,28,67
25,800,457,28,67
25,800,458,28,67
25,800,459,28,67
25,800,460,28,68
25,800,461,28,68
25,800,462,28,68
25,800,463,28,68
25,800,464,28,68
25,800,465,28,68
25,800,466,28,68
25,800,467,29,68
25,800,468,29,69
25,800,469,29,69
25,800,470,29,69
25,800,471,29,69
25,800,472,29,69
25,800,473,29,69
25,800,474,29,69
25,800,475,29,69
25,800,476,29,70
25,800,477,29,70
25,800,478,29,70
25,800,479,29,70
25,800,480,30,70
25,800,481,30,70
25,800,482,30,70
25,800,483,30,70
25,800,484,30,71
25,800,485,30,71
25,800,486,30,71
25,800,487,30,71
25,800,488,30,71
25,800,489,30,71
25,800,490,30,71
25,800,491,30,71
25,800,492,30,72
25,800,493,31,72
25,800,494,31,72
25,800,495,31,72
25,800,496,31,72
25,800,497,31,72
25,800,498,31,72
25,800,499,31,72
25,800,500,31,72
25,800,501,31,73
25,800,502,31,73
25,800,503,31,73
25,800,504,31,73
25,800,505,31,73
25,800,506,32,73
25,800,507,32,73
25,800,508,32,73
25,800,509,32,74
25,800,510,32,74
25,800,511,32,74
25,800,512,32,74
25,800,513,32,74
25,800,514,32,74
25,800,515,32,74
25,800,516,32,74
25,800,517,32,75
25,800,518,32,75
25,800,519,33,75
25,800,520,33,75
25,800,521,33,75
25,800,522,33,75
25,800,523,33,75
25,800,524,33,75
25,800,525,33,76
25,800,526,33,76
25,800,527,33,76
25,800,528,33,76
25,800,529,33,76
25,800,530,33,76
25,800,531,34,76
25,800,532,34,76
25,800,533,34,77
25,800,534,34,77
25,800,535,34,77
25,800,536,34,77
25,800,537,34,77
25,800,538,34,77
25,800,539,34,77
25,800,540,34,77
25,800,541,34,78
25,800,542,34,78
25,800,543,34,78
25,800,544,35,78
25,800,545,35,78
25,800,546,35,78
25,800,547,35,78
25,800,548,35,78
25,800,549,35,78
25,800,550,35,79
25,800,551,35,79
25,800,552,35,79
25,800,553,35,79
25,800,554,35,79
25,800,555,35,79
25,800,556,35,79
25,800,557,36,79
25,800,558,36,80
25,800,559,36,80
25,800,560,36,80
25,800,561,36,80
25,800,562,36,80
25,800,563,36,80
25,800,564,36,80
25,800,565,36,80
25,800,566,36,81
25,800,567,36,81
25,800,568,36,81
25,800,569,37,81
25,800,570,37,81
25,800,571,37,81
25,800,572,37,81
25,800,573,37,81
25,800,574,37,82
25,800,575,37,82
25,800,576,37,82
25,800,577,37,82
25,800,578,37,82
25,800,579,37,82
25,800,580,37,82
25,800,581,37,82
25,800,582,38,82
25,800,583,38,83
25,800,584,38,83
25,800,585,38,83
25,800,586,38,83
25,800,587,38,83
25,800,588,38,83
25,800,589,38,83
25,800,590,38,83
25,800,591,38,84
25,800,592,38,84
25,800,593,38,84
25,800,594,38,84
25,800,595,39,84
25,800,596,39,84
25,800,597,39,84
25,800,598,39,84
25,800,599,39,85
25,800,600,39,85
25,800,601,39,85
25,800,602,39,85
25,800,603,39,85
25,800,604,39,85
25,800,605,39,85
25,800,606,39,85
25,800,607,40,86
25,800,608,40,86
25,800,609,40,86
25,800,610,40,86
25,800,611,40,86
25,800,612,40,86
25,800,613,40,86
25,800,614,40,86
25,800,615,40,86
25,800,616,40,87
25,800,617,40,87
25,800,618,40,87
25,800,619,40,87
25,800,620,41,87
25,800,621,41,87
25,800,622,41,87
25,800,623,41,87
25,800,624,41,88
25,800,625,41,88
25,800,626,41,88
25,800,627,41,88
25,800,628,41,88
25,800,629,41,88
25,800,630,41,88
25,800,631,41,88
25,800,632,42,89
25,800,633,42,89
25,800,634,42,89
25,800,635,42,89
25,800,636,42,89
25,800,637,42,89
25,800,638,42,89
25,800,639,42,89
25,800,640,42,90
25,800,641,42,90
25,800,642,42,90
25,800,643,42,90
25,800,644,42,90
25,800,645,43,90
25,800,646,43,90
25,800,647,43,90
25,800,648,43,90
25,800,649,43,91
25,800,650,43,91
25,800,651,43,91
25,800,652,43,91
25,800,653,43,91
25,800,654,43,91
25,800,655,43,91
25,800,656,43,91
25,800,657,44,92
25,800,658,44,92
25,800,659,44,92
